title,category,reviews
"이스라엘군, 이란 주요 군수 시설 타격 거의 마쳐",World,이스라엘군 이란 주요 군수 시설 타격 마치다
“기가 차서 배부르네” 논란의 상하이 디즈니랜드 10주년 ‘생일 음식’ [여기는 중국],World,차서 배부르다 논란 상하이 디즈니랜드 주년 생일 음식 여기다 중국
"중국, 일본 구축함 '미 토마호크 장착'에 긴장…""안보 위협""",World,중국 일본 구축함 밉다 토마호크 장착 긴장 안보 위협
"트럼프 ""내 바람은 이란 석유 접수""…하르그섬 점령 시사",World,트럼프 바람 이란 석유 접수 르그 점령 시사
美 금리 인상 현실화되나…이란발 고물가에 '역주행 공포',World,금리 인상 현실 이란 물가 역주행 공포
"美, 러시아산 석유 쿠바 공급 용인…전력난 완화할 듯",World,러시 아산 석유 쿠바 공급 용인 전력 완화
"""쏠수록 끝 보인다""⋯중동 전쟁, 남은 탄약이 변수",World,쏘다 보이다 중동 전쟁 남다 탄약 변수
트럼프 책사 배넌 '지상전? 글쎄',World,트럼프 책사 배넌 지상전 글쎄
이란 점령엔 ‘0’ 하나 부족한 미군…5만명으론 지상전 꿈도 못 꾼다,World,이란 점령 부족하다 미군 지상전 꾸다
"푸틴에 뒤통수 맞은 트럼프…“이란, 러 덕분에 4500억짜리 ‘미국의 눈’ 박살” [핫이슈]",World,푸틴 뒤통수 맞다 트럼프 이란 덕분 짜다 미국 박살 핫이슈
중동 주둔하는 미군 5만명 돌파…이란 전면 침공하기엔 부족,World,중동 주둔 미군 돌파 이란 전면 침공 부족
"트럼프 ""하르그섬 점령 가능…베네수처럼 이란 석유 접수 원해""",World,트럼프 르그 점령 가능 베다 이란 석유 접수 원하다
"미 지상군 투입 때 어디 치나...“이란 호르무즈 7개 섬, 공격 가치 더 높아”",World,밉다 지상군 투입 이란 호르무즈 공격 가치 높다
"레바논 작전 재개한 이스라엘, 또 유엔군 공격",World,레바논 작전 재개 이스라엘 유엔군 공격
"이란, 지상전 징후에 항전 의지…발빼는 美부통령?",World,이란 지상전 징후 항전 의지 빼다 부통령
이란 1000발·미국 토마호크 2000발…‘정밀 교란’으로 길어지는 교전,World,이란 미국 토마호크 정밀 교란 길어지다 교전
"이란戰 장기화에 마가 분열 가속…유력인사들, 지상전 경고",World,이란 장기 마가 분열 가속 유력 인사 지상전 경고
"""7500명 이란에 집결""...美 지상전 움직임은 압박용? [Y녹취록]",World,이란 집결 지상전 움직임 압박 녹취록
지상전 우려 확대‥홍해마저 '봉쇄 위기',World,지상전 우려 확대 홍해 봉쇄 위기
"美, 쿠바 석유 봉쇄 깜짝 완화…러시아 유조선 한 척 진입 중",World,쿠바 석유 봉쇄 깜짝 완화 러시아 유조선 진입
"미국, '평화·종전' 말하지만...""이란 7개 섬 지상전 가능성""",World,미국 평화 종전 이란 지상전 가능성
이스라엘 공업지대에 이란 미사일…레바논에 완충지대 확장 지시,World,이스라엘 공업 지대 이란 미사일 레바논 완충지대 확장 지시
"이집트, 유가폭등에 밤 9시 영업종료 지시.. 카이로 철야 영업 타격",World,이집트 유가 폭등 영업 종료 지시 카이로 철야 영업 타격
"[속보] 트럼프 “미군, 이란 석유 수출 허브 하르그섬 점령 가능”",World,속보 트럼프 미군 이란 석유 수출 허브 르그 점령 가능
"파키스탄, 아랍 4개국 회담 개최 등 이란전쟁 중재자 부상 배경은?",World,파키스탄 아랍 개국 회담 개최 이란 전쟁 중재 부상 배경
중동 배치 미군 5만명…군사 전문가들 “이란 전면전엔 역부족”,World,중동 배치 미군 군사 전문가 이란 면전 부족
이스라엘에 미사일 발사…후티 참전에 국제유가 다시 급등,World,이스라엘 미사일 발사 후티 참전 국제 유가 급등
"""이란 전면 침공전엔 부족""…중동 내 미군 이제 5만 명",World,이란 전면 침공 부족 중동 미군
"中, 日구축함 '美토마호크 장착'에 긴장…""안보 위협""",World,구축함 토마호크 장착 긴장 안보 위협
"[속보] 트럼프 ""미군, 이란 석유 수출 허브 하르그섬 점령 가능""",World,속보 트럼프 미군 이란 석유 수출 허브 르그 점령 가능
"美 정부, 러시아 유조선 쿠바행 용인…31일 도착 전망",World,정부 러시아 유조선 쿠바 용인 도착 전망
"해병대 집결, 중동 내 미군 ‘5만명’ 돌파…이란 전면 침공 가능?",World,해병대 집결 중동 미군 돌파 이란 전면 침공 가능
"밴스 美부통령 ""이란 거세가 목적""…유가 급등엔 선 그어",World,밴스 부통령 이란 거세 목적 유가 급등
[월드앤이슈] 미·이란 대면협상 안갯속…군사적 긴장감 격화,World,월드 이슈 밉다 이란 대면 협상 안갯속 군사 긴장감 격화
트럼프 별장 부근에 민항기 출현… 전투기 출격해 쫓아내,World,트럼프 별장 부근 민항기 출현 전투기 출격 쫓아내다
"""홍콩 여행 갔다 징역형 살 수도""…모르고 있다간 큰일 나는 '안보법'",World,홍콩 여행 가다 징역형 수도 모르다 큰일 안보
후티 참전에 브렌트유 115달러로 급등,World,후티 참전 브렌 트유 달러 급등
"이란 급습에 미 '4,500억원' 제트기 파괴…사우디 미군기지 피격",World,이란 급습 밉다 억원 제트기 파괴 사우디 미군기지 피격
미군의 굴욕…박살 난 '4500억' E-3 센트리 조기경보기 공개,World,미군 굴욕 박살 센트 조기경보기 공개
NYT “중동 내 미군 5만 명…이란 전면 침공전엔 부족”,World,중동 미군 이란 전면 침공 부족
중동 내 미군 이제 5만명…이란 전면 침공전엔 부족,World,중동 미군 이란 전면 침공 부족
CNN “美 지상군 투입시 하르그섬보다 호르무즈 방어선 7개섬 우선 공략될 수도”,World,지상군 투입 르그 호르무즈 방어선 개섬 공략 수도
이란 의회 의장 “美 지상군 도착하면 불태울 것”,World,이란 의회 의장 지상군 도착 태우다
[중동전쟁] “호르무즈 해협 ‘톨게이트 통행료’ 30억 현실화”,World,중동전쟁 호르무즈 해협 톨게이트 통행료 현실
"유조선 반드시 지나간다...미 지상군, 호르무즈 투입 핵심 거점은?",World,유조선 지나가다 밉다 지상군 호르무즈 투입 핵심 거점
‘친트럼프’ 게이츠·베넌마저···이란 지상전에 ‘신중론’,World,트럼프 게이츠 베넌 이란 지상전 중론
"""호르무즈 7개 섬 공략 가능성""...美 '지상군 투입' 시나리오 [Y녹취록]",World,호르무즈 공략 가능성 지상군 투입 시나리오 녹취록
"미국 철수 언급에 놀란 네타냐후...""전쟁 근본적으로 바꾸겠다"" 선언 [지금이뉴스]",World,미국 철수 언급 놀란 네타냐후 전쟁 근본 바꾸다 선언 뉴스
[자막뉴스] 데이터 분석해보니...이란 상황 '악화일로',World,자막 뉴스 데이터 분석 해보다 이란 상황 악화 일로
"태국, 이란 호르무즈 해협 통과 합의…인도네시아도 협상 중",World,태국 이란 호르무즈 해협 통과 합의 인도네시아 협상
푸틴의 한 수...美 ‘앞마당’ 쿠바에 유조선 보냈다[이태규의 워싱턴 플레이북],World,푸틴 앞마당 쿠바 유조선 보내다 이태규 워싱턴 플레이
"美 4천500억원 '하늘의 눈', 이란 미사일에 당했다",World,억원 하늘 이란 미사일 당하다
"이란 강경파, 핵확산금지조약 탈퇴 주장…대학 연구시설 폭격에 분노",World,이란 강경 핵확산금지조약 탈퇴 주장 대학 연구시설 폭격 분노
"트럼프, 이란戰 와중 목사 편지 공개…“당신은 평화의 사람”[1일1트]",World,트럼프 이란 와중 목사 편지 공개 평화
"미 지상군 투입 시나리오 보니…""호르무즈 방어선 7개섬 주목""",World,밉다 지상군 투입 시나리오 호르무즈 방어선 개섬 주목
"[뉴스특보] 미 지상군 7개섬 투입 주목…이란 ""불태울 작정""",World,뉴스특보 밉다 지상군 개섬 투입 주목 이란 태우다 작정
[자막뉴스] 이슬람 국가들도 가세...호르무즈 통행료 '급물살',World,자막 뉴스 이슬람 국가 가세 호르무즈 통행료 물살
[중동전쟁] 이란 “미군 지상 도착 목 빠지게 기다려…그들을 불태울 것”,World,중동전쟁 이란 미군 지상 도착 빠지다 기다리다 태우다
"트럼프·밴스, 평화·종전 언급...""이란 7개 섬에서 지상전 가능성""",World,트럼프 밴스 평화 종전 언급 이란 지상전 가능성
"""곧 철수"" 출구 찾는 미국…이란은 '해협 통제' 강경 조건",World,철수 출구 찾다 미국 이란 해협 통제 강경 조건
전쟁 판 뒤집을 변수…미군 지상전 시나리오,World,전쟁 뒤지다 변수 미군 지상전 시나리오
"美정부, 러시아 유조선 쿠바행 용인…이달말 도착 전망",World,정부 러시아 유조선 쿠바 용인 달말 도착 전망
"[부자들의 투자노트] 블랙록 ""어떤 헤지수단도 존재하지 않아""",World,부자 투자 노트 블랙록 어떻다 헤지 수단 존재
독 라인메탈 CEO “우크라 드론은 레고 수준”…비판 일자 사과,World,라인메탈 크다 드론 레고 수준 비판 일자 사과
"네타냐후 “레바논 공격 확대해 완충지대 넓히도록 지시""",World,네타냐후 레바논 공격 확대 완충지대 넓히다 지시
"트럼프 행정부, 러시아 유조선 쿠바행 용인...이달 말 도착 전망",World,트럼프 행정부 러시아 유조선 쿠바 용인 도착 전망
"인도적 위기 쿠바에 美, 러시아 유조선 입항 용인",World,인도 위기 쿠바 러시아 유조선 입항 용인
"“美 국방부, 몇주간 이란 내 지상작전 준비중…수개월 걸릴 수도”",World,국방부 주간 이란 지상 작전 준비 개월 걸리다 수도
"""돈줄 끊어라"" 우크라, 러시아 석유저장시설 공격",World,돈줄 끊다 크다 러시아 석유 저장 시설 공격
"미군 3500명 중동 도착…이란 ""미군 상어밥 만들 것""",World,미군 중동 도착 이란 미군 상어 만들다
이슬람 4개국 회담…호르무즈 통행료 징수 방식 통과 논의,World,이슬람 개국 회담 호르무즈 통행료 징수 방식 통과 논의
"이란, 지상전 징후에 항전 의지…발빼는 美부통령?",World,이란 지상전 징후 항전 의지 빼다 부통령
미 보수 심장부도 '이란 지상전' 반대...트럼프 지지층 분열 조짐,World,밉다 보수 심장 부도 이란 지상전 반대 트럼프 지층 분열 조짐
"[마켓 브리핑] 트럼프, 연일 이란 협상 발언 뒤 잇단 확전 신호",World,마켓 브리핑 트럼프 연일 이란 협상 발언 잇다 확전 신호
[스타트 브리핑] 홍해 항로도 봉쇄 위기...에너지 수급난·물류 위기 '겹악재',World,스타트 브리핑 홍해 항로 봉쇄 위기 에너지 수급 물류 위기 겹악재
"이란, 협상 조건 '호르무즈 통행료' 제안…""미 지상군 불태우겠다""",World,이란 협상 조건 호르무즈 통행료 제안 밉다 지상군 태우다
"미국, 호르무즈 인근 이란 항구도시 기습 공격…이란 “미군 불태우겠다”",World,미국 호르무즈 인근 이란 항구 도시 기습 공격 이란 미군 태우다
"""미국, 지상 작전 준비 중""…이란 전쟁 확전·협상 분수령",World,미국 지상 작전 준비 이란 전쟁 확전 협상 분수령
"'친 트럼프' 중량급 맷 게이츠·배넌, 보수행사서 지상전 신중론",World,트럼프 중량 게이츠 배넌 보수 행사 지상전 중론
"""미증시는 트럼프 TACO에 베팅""- 야후 파이낸스",World,밉다 증시 트럼프 베팅 야후 파이 낸스
"트럼프·밴스, 평화·종전 언급...""이란 7개 섬에서 지상전 가능성""",World,트럼프 밴스 평화 종전 언급 이란 지상전 가능성
‘큰 그림’ 없고 닻은 부러졌다··· 트럼프의 허술한 출구전략,World,크다 그림 부러지다 트럼프 허다 출구 전략
"홍해까지 막히면 ""유가 150달러""…세계 경제 '긴장'",World,홍해 막히다 유가 달러 세계 경제 긴장
파리 부자들의 격노...자전거 타고 등장한 신임 시장의 정체 [목수정의 바스티유 광장],World,파리 부자 격노 자전거 타고 등장 신임 시장 정체 목수 정의 바스티유 광장
"'친 트럼프' 게이츠·배넌, 이란 지상전에 신중론",World,트럼프 게이츠 배넌 이란 지상전 중론
이란 급습에…4천500억 원짜리 '미국의 눈' 당했다,World,이란 급습 짜다 미국 당하다
미 지상전 장소 “호르무즈 7개 섬 유력”…아치형 핵심 요충지,World,밉다 지상전 장소 호르무즈 유력 아치 핵심 요충지
"""美 지상군, 하르그섬보다 호르무즈 7개섬 공격할 가능성 높아""",World,지상군 르그 호르무즈 개섬 공격 가능성 높다
"이란 보수 매체, 종전 협상 조건으로 미군 철수·호르무즈 통행료 등 9개 항목 제시",World,이란 보수 매체 종전 협상 조건 미군 철수 호르무즈 통행료 항목 제시
美 상륙작전? 호르무즈 해협 이란의 ‘가라앉지 않는 항공모함’ 7개섬 초점,World,상륙작전 호르무즈 해협 이란 가라앉다 항공모함 개섬 초점
[증시전략] 美 병력증파·후티 참전에 중동정세 '소용돌이'…시장은?,World,증시 전략 병력 증파 후티 참전 중동 정세 소용돌이 시장
"이번주가 중대 고비…앤디김 ""지상전 너무 위험""",World,주가 중대 고비 앤디 지상전 위험
"'親트럼프' 중량급 맷 게이츠·배넌, 보수행사서 지상전 신중론",World,트럼프 중량 게이츠 배넌 보수 행사 지상전 중론
"중동 집결한 미군‥부통령은 ""곧 종전"" 딴소리",World,중동 집결 미군 부통령 종전 소리
"이란, 사우디 공격에 4500억원짜리 미 조기경보기 파괴",World,이란 사우디 공격 억원 짜다 밉다 조기경보기 파괴
"궁지에 몰린 이란, ‘드론 사용법’ 과외 교사된 러시아",World,궁지 몰리다 이란 드론 용법 과외 교사 러시아
[외신 헤드라인] 중동 사태로 헬륨 '비상'…반도체 생산 직격타,World,외신 헤드라인 중동 사태 헬륨 비상 반도체 생산 직격타
"이란 매체, 美에 9개 조건 제시...“호르무즈 선박에 새 경제 시행”",World,이란 매체 조건 제시 호르무즈 선박 경제 시행
"예멘 후티 반군, 공식 참전 선언…호르무즈 이어 홍해도 막히나",World,예멘 후티 반군 공식 참전 선언 호르무즈 홍해 막히다
"공업지대 피격, 유해 화학물질 유출…이슬람 4개국 회담",World,공업 지대 피격 유해 화학물질 유출 이슬람 개국 회담
"후티 참전 선언했는데…홍해서 불난 美포드 항모, 크로아티아서 수리",World,후티 참전 선언 홍해 포드 항모 크로아티아 수리
'이란 동맹' 후티도 참전…불붙은 중동 위기에 기름 붓나,World,이란 동맹 후티 참전 붙다 중동 위기 기름
"미 전역 8백만이 외쳤다 ""반 트럼프·반 전쟁""",World,밉다 전역 백만이 외치다 트럼프 전쟁
후티發 중동위기 격화일로…홍해 막히면 사우디 참전 가능성,World,후티 중동 위기 격화일로 홍해 막히다 사우디 참전 가능성
이스라엘 공업지대에 이란 미사일…레바논에 완충지대 확장 지시,World,이스라엘 공업 지대 이란 미사일 레바논 완충지대 확장 지시
태국 총리 “유조선 호르무즈해협 통과 이란과 합의”,World,태국 총리 유조선 호르무즈 해협 통과 이란 합의
"[비즈차이나] 라부부 다음이 없다… 팝마트, ‘IP 확장’으로 승부수",World,비즈 차이나 부부 마트 확장 승부
"NYT ""우크라이나, 미국의 안전 보장 늦어지자 중동과 드론 외교로 10년간 방위 협정""",World,우크라이나 미국 안전 보장 늦어지다 중동 드론 외교 방위 협정
"확전인가 종전인가...갈림길 선 중동전쟁, 시장은 불안감 증폭[글로벌 모닝 브리핑]",World,전인 종전 갈림길 중동전쟁 시장 불안감 증폭 글로벌 모닝 브리핑
미국도 놀란 KF-21 양산 속도···UAE·사우디서 관심,World,미국 놀란 양산 속도 사우디 관심
“혈당 200→110으로”…아침 공복에 마신 '이 차' 당뇨 확 떨어뜨려,World,혈당 아침 공복 말다 당뇨 떨어뜨리다
"美 이란 지상군 투입 검토에…앤디 김 ""너무 위험하다"" 반대",World,이란 지상군 투입 검토 앤디 위험하다 반대
"xAI 공동창업자 11명, 3년만에 모두 퇴사",World,창업 퇴사
"트럼프·밴스, 평화·종전 언급...""이란 7개 섬에서 지상전 가능성""",World,트럼프 밴스 평화 종전 언급 이란 지상전 가능성
"美 E-3 조기경보기, 이란서 첫 피격…""실전서 손실 처음""",World,조기경보기 이란 피격 실전 손실 처음
후티 반군 이란 전쟁 참전…이번엔 홍해 봉쇄되나[미국-이란 전쟁],World,후티 반군 이란 전쟁 참전 홍해 봉쇄 미국 이란 전쟁
"금리 인상 우려, 암호화폐 일제 하락…비트 6만6000달러대",World,금리 인상 우려 암호 화폐 일제 하락 비트 달러
"이란전에도 글로벌 금융사 “美, 경기 침체 피한다”…낙관론 근거는?",World,이란 글로벌 금융 경기 침체 낙관 근거
"[뉴스특보] 미군 병력 중동 추가 배치…이란, 결사항전 의지",World,뉴스특보 미군 병력 중동 추가 배치 이란 결사 항전 의지
미·이란 대면협상 불발?…한달 '중동전쟁' 분수령,World,밉다 이란 대면 협상 불발 중동전쟁 분수령
“이란 급습에 굴욕”…美 4500억원 ‘하늘의 눈’ 파괴됐다,World,이란 급습 굴욕 억원 하늘 파괴 돼다
"“美, 지상전 준비… 협상 결렬 땐 기습 공격 할 수도”",World,지상전 준비 협상 결렬 기습 공격 수도
후티 ‘원유 10% 운송길’ 위협… 사우디 참전 땐 전선 더 확대,World,후티 원유 운송 위협 사우디 참전 전선 확대
파키스탄·태국 “이란과 통행 합의”… ‘호르무즈 톨게이트’ 현실화하나,World,파키스탄 태국 이란 통행 합의 호르무즈 톨게이트 실화
[단독] 트럼프 1기 참모 “전쟁 장기화… 美패트리엇 한국 복귀 어려울 것”,World,단독 트럼프 참모 전쟁 장기 트리 한국 복귀 어리다
[글로벌 비즈 브리핑] 중동 사태 장기화…곧 반도체도 못 만든다 外,World,글로벌 비즈 브리핑 중동 사태 장기 반도체 만들다
중동 외교전 가동…파키스탄서 호르무즈 해법 집중 논의,World,중동 외교 가동 파키스탄 호르무즈 해법 집중 논의
"이란, ‘호르무즈 톨게이트’ 추진… 美 “용납 못해”",World,이란 호르무즈 톨게이트 추진 용납
"네타냐후, 협상론 와중에 “공격 계속”… 이란 ‘유일가동’ 원전 때려",World,네타냐후 협상 와중 공격 계속 이란 유일 가동 원전 때리다
"홍해 틀어쥔 후티 참전, 韓 ‘유럽 수출길’ 비상",World,홍해 틀어쥐다 후티 참전 유럽 수출 비상
"“美, 몇주짜리 이란 지상전 준비… 전면전 아닌 기습공격 예상”",World,짜다 이란 지상전 준비 면전 기습 공격 예상
"'드론계 엔비디아'…스워머, 중동 사태 덕에 주가 '고공행진'",World,드론 엔비디아 스워머 중동 사태 주가 고공 행진
구글 '터보퀀트' 쇼크…美 반도체주 1천억달러 증발,World,구글 터보 퀀트 쇼크 반도체 천억 달러 증발
중동 사태 장기화…곧 반도체도 못 만든다,World,중동 사태 장기 반도체 만들다
"'회당 30억?' 호르무즈 통행료 추진, 이슬람 국가들 가세",World,회당 호르무즈 통행료 추진 이슬람 국가 가세
"미 지상군 투입땐 어디부터 공략?…""호르무즈 방어선 7개 섬 주목""",World,밉다 지상군 투입 공략 호르무즈 방어선 주목
트럼프 해협?… 예측 불가 '트럼프 입',World,트럼프 해협 예측 불가 트럼프
'동맹'도 '유엔'도 무력화… '제2 호르무즈' 리스크 번진다,World,동맹 유엔 무력 호르무즈 리스크 지다
"'부자아빠' ""내년에 부자될 기회…시장붕괴 노려라""",World,부자 아빠 내년 부자 기회 시장 붕괴 노리다
중동 전쟁 5주째 확전…후티 참전·미군 증파에 전면전 우려 고조,World,중동 전쟁 확전 후티 참전 미군 증파 면전 우려 고조
"이란 최고지도자 하메네이, 이라크에 감사 메시지…여전히 은둔 통치",World,이란 최고 지도자 하메네이 이라크 감사 메시지 여전하다 은둔 통치
"이스라엘, 남부 레바논 작전 확대…""헤즈볼라 로켓 위협 차단""",World,이스라엘 남부 레바논 작전 확대 헤즈볼라 로켓 위협 차단
"""미 지상군, 호르무즈 방어선 7개 섬에 투입 가능성""",World,밉다 지상군 호르무즈 방어선 투입 가능성
"네타냐후 ""레바논 완충지대 확대""…지상전서 헤즈볼라 사살도",World,네타냐후 레바논 완충지대 확대 지상전 헤즈볼라 사살
호르무즈 불안 틈탄 홍해 위협… 아라비아반도 양면 봉쇄 우려,World,호르무즈 불안 틈타다 홍해 위협 아라비아반도 양면 봉쇄 우려
"라인메탈 CEO ""우크라 드론, 레고 수준""…논란 일자 사과",World,라인메탈 크다 드론 레고 수준 논란 일자 사과
"EU, 호르무즈 해법으로 제시한 ‘흑해협정’… 러시아 일방적 파기로 실패한 모델",World,호르무즈 해법 제시 흑해 협정 러시아 일방 파기 실패하다 모델
"美지상군 투입땐 어디부터 공략?…""호르무즈 방어선 7개섬 주목""",World,지상군 투입 공략 호르무즈 방어선 개섬 주목
이란 공격에…“하늘의 지휘소” 美E-3 조기경보기 피격 파괴,World,이란 공격 하늘 지휘 조기경보기 피격 파괴
이란 전쟁에 안전자산 미국채도 '휘청'…아이셰어즈 60/40 ETF 손실,World,이란 전쟁 안전 자산 미국 채도 셰어 손실
美 해군·해병대 3500명 중동 도착… 지상전 압박,World,해군 해병대 중동 도착 지상전 압박
"후티도 참전, 홍해로 번지는 불길",World,후티 참전 홍해 번지 불길
"AI 가짜 영상으로 美 ‘폭격’… 이란, 사이버 선전전에 총력",World,가짜 영상 폭격 이란 사이버 서다 총력
"이란, 얼마나버틸까…“1∼2주간 미사일 충분히 공격 가능”",World,이란 버티다 주간 미사일 충분하다 공격 가능
후티도 뛰어들었다…홍해 막히면 유럽 직격탄,World,후티 뛰어들다 홍해 막히다 유럽 직격탄
"이란, 호르무즈 통제권 굳혀가나… 태국·파키스탄과 선박 통과 합의",World,이란 호르무즈 통제 굳히다 태국 파키스탄 선박 통과 합의
"이란 ""미 지상군 도착하면 불태울 것""...한 달 넘긴 전쟁",World,이란 밉다 지상군 도착 태우다 넘기다 전쟁
이란 의회의장 “미군 지상 도착 학수고대 중…도륙낼 것” 경고,World,이란 의회 의장 미군 지상 도착 학수고대 도륙 경고
확전의 그림자...데이터로 본 이란 전쟁 한 달,World,전의 그림자 데이터 이란 전쟁
'저항의 축' 후티 참전 새 변수... '수에즈 통로' 홍해도 막히나,World,저항 후티 참전 변수 수에즈 통로 홍해 막히다
"미국·이란, 대면 협상 나서나?...안갯속 전망",World,미국 이란 대면 협상 나서다 안갯속 전망
"""미 국방부, 이란내 지상전 검토""...트럼프, 승인 여부 불투명",World,밉다 국방부 이란 지상전 검토 트럼프 승인 불투명
"이란 군부 ""미군 침공할 경우 섬멸하겠다""",World,이란 군부 미군 침공 경우 섬멸
"이란 매체, 종전 조건으로 ""미군 중동 철수·호르무즈 통행료"" 주장",World,이란 매체 종전 조건 미군 중동 철수 호르무즈 통행료 주장
이란 급습에 美 4천500억원짜리 'E-3 센트리' 조기경보통제기 파괴,World,이란 급습 억원 짜다 센트 조기경보통제기 파괴
"홍해까지 막힐 수 있다…사우디 참전 가능성, 이란 전쟁 확산 일촉즉발",World,홍해 막히다 사우디 참전 가능성 이란 전쟁 확산 일촉즉발
4500억짜리 ‘하늘의 지휘소’가 뚫렸다…미 E-3 조기경보기 사상 첫 피격,World,짜다 하늘 지휘 가다 뚫리다 밉다 조기경보기 사상 피격
이란 급습에 美 '하늘의 눈' 첫 파괴…4500억 날아갔다,World,이란 급습 하늘 파괴 날아가다
후티 가세로 홍해까지 위험...사우디도 참전하나?,World,후티 가세 홍해 위험 사우디 참전
"타격 입은 이란...""그래도 몇 주 동안 공격 가능""",World,타격 입다 이란 공격 가능
"""이란 공습에 4500억짜리 완파""...美 '하늘의 눈' E-3 당했다",World,이란 공습 짜다 완파 하늘 당하다
"이스라엘, 헤즈볼라 공습 과정에서 레바논 언론인 3명 표적 살해",World,이스라엘 헤즈볼라 공습 과정 레바논 언론인 표적 살해
"이란, 4,500억 짜리 미군 '하늘의 눈' E-3 첫 파괴",World,이란 짜다 미군 하늘 파괴
인도행 가스 탱커 2척 호르무즈해협 통과,World,인도 가스 탱커 호르무즈 해협 통과
"EU, 흑해협정 모델로 호르무즈 해법 논의",World,흑해 협정 모델 호르무즈 해법 논의
"4500억짜리 美 ‘하늘의 눈’ 당했다… 이란, 사우디 기지 공격 때 파괴",World,짜다 하늘 당하다 이란 사우디 기지 공격 파괴
"이란 ""미 지상군 도착하면 불태울 것""...후티, 이틀째 가세",World,이란 밉다 지상군 도착 태우다 후티 이틀 가세
“4500억짜리 美 조기경보기 두동강”…이란 급습에 첫 손실,World,짜다 조기경보기 동강 이란 급습 손실
"""이란 급습에 굴욕""…미 4500억원짜리 '하늘의 눈' E-3 사상 첫 파괴",World,이란 급습 굴욕 밉다 억원 짜다 하늘 사상 파괴
이란 급습에 쓴맛…4500억 원짜리 '하늘의 눈' 첫 파괴,World,이란 급습 쓴맛 짜다 하늘 파괴
이란 미사일에 또 쓴 맛…4500억 美 '하늘의 눈' E-3 파괴됐다,World,이란 미사일 쓸다 하늘 파괴 돼다
高유가 달래기? 밴스 美부통령 “다시 내릴 것…이란전 조금만 더”,World,유가 달래다 밴스 부통령 내리다 이란
“제발 그만” 전세계가 외치는데…트럼프 “다음은 쿠바” 또 공격 시사,World,제발 전세계 외치다 트럼프 쿠바 공격 시사
이란 급습에…미군 4500억원짜리 '하늘의 눈' E-3 최초 파괴,World,이란 급습 미군 억원 짜다 하늘 최초 파괴
"미, ‘지상전’ 압박 최고조…이란 “도착하면 불태울 것”",World,밉다 지상전 압박 최고 이란 도착 태우다
“미군 지상전 오면 목숨 불태울 것”...이란 결사항전 의지 중동 긴장 고조,World,미군 지상전 오다 목숨 태우다 이란 결사 항전 의지 중동 긴장 고조
이스라엘 ‘엇박자’ 왜?…美 협상 중에 이란 원전 때렸다,World,이스라엘 박다 협상 이란 원전 때리다
"""미군 철수·제재 해제""...이란, 美에 종전 9대 조건 제시",World,미군 철수 제재 해제 이란 종전 대다 조건 제시
이란 급습에 쓴맛…美 4천500억원짜리 '하늘의 눈' E-3 첫 파괴,World,이란 급습 쓴맛 억원 짜다 하늘 파괴
이란전 30일차｜트럼프 “10일 더”…후티 참전과 ‘테헤란 톨게이트’ [전황브리핑],World,이란 일차 트럼프 후티 참전 테헤란 톨게이트 전황 브리핑
美가 주목한 이란 의회의장 “미군 지상 도착땐 불태울 것”,World,가다 주목 이란 의회 의장 미군 지상 도착 태우다
"이란 ""미국 지상군 들어오면 끝장""…결사항전 선언",World,이란 미국 지상군 들어오다 끝장 결사 항전 선언
‘분노의 아메리카’… 공화 텃밭에도 ‘노 킹스’ 들불,World,분노 아메리카 공화 텃밭 킹스 들불
"친이란 후티 반군까지 ‘참전’…포화, 중동 전역 확산 가능성",World,후티 반군 참전 포화 중동 전역 확산 가능성
"이란, 사우디 미군 기지 급습…‘하늘의 눈’ 조기경보기 파괴",World,이란 사우디 미군 기지 급습 하늘 조기경보기 파괴
"호르무즈 해협 ‘가라앉지 않는 항공모함’ 7개의 섬, 이란 전쟁 핵심 요충지로",World,호르무즈 해협 가라앉다 항공모함 이란 전쟁 핵심 요충지
미군 '수주간' 지상작전 준비 중…최대 1만병 파병도 검토,World,미군 주간 지상 작전 준비 최대 파병 검토
"이란 국회의장 ""미군 지상 도착 기다리는 중…불태워 버릴 것""",World,이란 국회의장 미군 지상 도착 기다리다 태우다 버리다
"홍해까지 막히면 ""유가 150달러""…세계 경제 '긴장'",World,홍해 막히다 유가 달러 세계 경제 긴장
이스라엘의 협상 재 뿌리기?‥대학까지 공습당한 이란은 보복 선언,World,이스라엘 협상 뿌리다 대학 공습 이란 보복 선언
[뉴스추적] 내일 중재국 회담…지상군 투입 셈법은?,World,뉴스 추적 내일 중재 회담 지상군 투입 셈법
"""美, 수 주 동안의 이란 지상작전 준비 중""‥밴스는 조기 종전 시사?",World,이란 지상 작전 준비 밴스 조기 종전 시사
"트럼프, 감당 가능?…美 부상자 300여명 대부분 ‘뇌 손상’, 부상 원인 공개 [핫이슈]",World,트럼프 감당 가능 부상 여명 대부분 손상 부상 원인 공개 핫이슈
"""트럼프를 끌어내라""‥'반전'으로 확산되는 '노 킹스' 시위",World,트럼프 끌다 반전 확산 킹스 시위
호르무즈 봉쇄 해제 뒤 '트럼프 해협' 개명 검토,World,호르무즈 봉쇄 해제 트럼프 해협 개명 검토
"홍해서 화재 발생했던 미군 포드 항모, 크로아티아로",World,홍해 화재 발생 미군 포드 항모 크로아티아
